Industry,State_Territory,Year,Number_of_SARs
Casino,Northern Mariana Islands,1/1/2020,51
Casino,Northern Mariana Islands,1/1/2021,0
Casino,Northern Mariana Islands,1/1/2022,0
Casino,Ohio,1/1/2014,1031
Casino,Ohio,1/1/2015,1136
Casino,Ohio,1/1/2016,1094
Casino,Ohio,1/1/2017,1094
Casino,Ohio,1/1/2018,607
Casino,Ohio,1/1/2019,849
Casino,Ohio,1/1/2020,675
Casino,Ohio,1/1/2021,828
Casino,Ohio,1/1/2022,929
Casino,Oklahoma,1/1/2014,2384
Casino,Oklahoma,1/1/2015,2361
Casino,Oklahoma,1/1/2016,3497
Casino,Oklahoma,1/1/2017,3704
Casino,Oklahoma,1/1/2018,1823
Casino,Oklahoma,1/1/2019,2418
Casino,Oklahoma,1/1/2020,2690
Casino,Oklahoma,1/1/2021,3469
Casino,Oklahoma,1/1/2022,5327
Casino,Oregon,1/1/2014,31
Casino,Oregon,1/1/2015,34
Casino,Oregon,1/1/2016,47
Casino,Oregon,1/1/2017,81
Casino,Oregon,1/1/2018,96
Casino,Oregon,1/1/2019,157
Casino,Oregon,1/1/2020,78
Casino,Oregon,1/1/2021,90
Casino,Oregon,1/1/2022,49
Casino,Palau,1/1/2014,0
Casino,Palau,1/1/2015,0
Casino,Palau,1/1/2016,0
Casino,Palau,1/1/2017,0
Casino,Palau,1/1/2018,0
Casino,Palau,1/1/2019,0
Casino,Palau,1/1/2020,0
Casino,Palau,1/1/2021,0
Casino,Palau,1/1/2022,0
Casino,Pennsylvania,1/1/2014,1991
Casino,Pennsylvania,1/1/2015,3313
Casino,Pennsylvania,1/1/2016,3440
Casino,Pennsylvania,1/1/2017,3567
Casino,Pennsylvania,1/1/2018,3041
Casino,Pennsylvania,1/1/2019,2552
Casino,Pennsylvania,1/1/2020,1846
Casino,Pennsylvania,1/1/2021,2131
Casino,Pennsylvania,1/1/2022,2073
Casino,Puerto Rico,1/1/2014,413
Casino,Puerto Rico,1/1/2015,225
Casino,Puerto Rico,1/1/2016,141
Casino,Puerto Rico,1/1/2017,209
Casino,Puerto Rico,1/1/2018,300
Casino,Puerto Rico,1/1/2019,358
Casino,Puerto Rico,1/1/2020,214
Casino,Puerto Rico,1/1/2021,404
Casino,Puerto Rico,1/1/2022,482
Casino,Rhode Island,1/1/2014,225
Casino,Rhode Island,1/1/2015,245
Casino,Rhode Island,1/1/2016,253
Casino,Rhode Island,1/1/2017,235
Casino,Rhode Island,1/1/2018,186
Casino,Rhode Island,1/1/2019,193
Casino,Rhode Island,1/1/2020,82
Casino,Rhode Island,1/1/2021,133
Casino,Rhode Island,1/1/2022,166
Casino,South Carolina,1/1/2014,0
Casino,South Carolina,1/1/2015,0
Casino,South Carolina,1/1/2016,0
Casino,South Carolina,1/1/2017,0
Casino,South Carolina,1/1/2018,8
Casino,South Carolina,1/1/2019,36
Casino,South Carolina,1/1/2020,6
Casino,South Carolina,1/1/2021,0
Casino,South Carolina,1/1/2022,0
Casino,South Dakota,1/1/2014,20
Casino,South Dakota,1/1/2015,21
Casino,South Dakota,1/1/2016,47
Casino,South Dakota,1/1/2017,43
Casino,South Dakota,1/1/2018,25
Casino,South Dakota,1/1/2019,73
Casino,South Dakota,1/1/2020,14
Casino,South Dakota,1/1/2021,22
Casino,South Dakota,1/1/2022,25
Casino,Tennessee,1/1/2014,0
Casino,Tennessee,1/1/2015,0
Casino,Tennessee,1/1/2016,0
Casino,Tennessee,1/1/2017,0
Casino,Tennessee,1/1/2018,7
Casino,Tennessee,1/1/2019,57
Casino,Tennessee,1/1/2020,12
Casino,Tennessee,1/1/2021,0
Casino,Tennessee,1/1/2022,1
Casino,Texas,1/1/2014,52
Casino,Texas,1/1/2015,31
Casino,Texas,1/1/2016,75
Casino,Texas,1/1/2017,63
Casino,Texas,1/1/2018,135
Casino,Texas,1/1/2019,306
Casino,Texas,1/1/2020,92
Casino,Texas,1/1/2021,92
Casino,Texas,1/1/2022,81
Casino,U.S. Virgin Islands,1/1/2014,0
Casino,U.S. Virgin Islands,1/1/2015,0
Casino,U.S. Virgin Islands,1/1/2016,0
Casino,U.S. Virgin Islands,1/1/2017,0
Casino,U.S. Virgin Islands,1/1/2018,0
Casino,U.S. Virgin Islands,1/1/2019,0
Casino,U.S. Virgin Islands,1/1/2020,0
Casino,U.S. Virgin Islands,1/1/2021,0
Casino,U.S. Virgin Islands,1/1/2022,0
Casino,Unknown/Blank,1/1/2014,20
Casino,Unknown/Blank,1/1/2015,79
Casino,Unknown/Blank,1/1/2016,100
Casino,Unknown/Blank,1/1/2017,12
Casino,Unknown/Blank,1/1/2018,4
Casino,Unknown/Blank,1/1/2019,2
Casino,Unknown/Blank,1/1/2020,2
Casino,Unknown/Blank,1/1/2021,4
Casino,Unknown/Blank,1/1/2022,5
Casino,Utah,1/1/2014,0
Casino,Utah,1/1/2015,0
Casino,Utah,1/1/2016,0
Casino,Utah,1/1/2017,1
Casino,Utah,1/1/2018,5
Casino,Utah,1/1/2019,45
Casino,Utah,1/1/2020,18
Casino,Utah,1/1/2021,0
Casino,Utah,1/1/2022,0
Casino,Vermont,1/1/2014,0
Casino,Vermont,1/1/2015,0
Casino,Vermont,1/1/2016,0
Casino,Vermont,1/1/2017,0
Casino,Vermont,1/1/2018,0
Casino,Vermont,1/1/2019,0
Casino,Vermont,1/1/2020,0
Casino,Vermont,1/1/2021,0
Casino,Vermont,1/1/2022,0
Casino,Virginia,1/1/2014,0
Casino,Virginia,1/1/2015,5
Casino,Virginia,1/1/2016,7
Casino,Virginia,1/1/2017,16
Casino,Virginia,1/1/2018,12
Casino,Virginia,1/1/2019,39
Casino,Virginia,1/1/2020,20
Casino,Virginia,1/1/2021,29
Casino,Virginia,1/1/2022,47
Casino,Washington,1/1/2014,626
Casino,Washington,1/1/2015,541
Casino,Washington,1/1/2016,781
Casino,Washington,1/1/2017,1436
Casino,Washington,1/1/2018,769
Casino,Washington,1/1/2019,976
Casino,Washington,1/1/2020,636
Casino,Washington,1/1/2021,703
Casino,Washington,1/1/2022,956
Casino,West Virginia,1/1/2014,1123
Casino,West Virginia,1/1/2015,1128
Casino,West Virginia,1/1/2016,907
Casino,West Virginia,1/1/2017,534
Casino,West Virginia,1/1/2018,312
Casino,West Virginia,1/1/2019,358
Casino,West Virginia,1/1/2020,221
Casino,West Virginia,1/1/2021,286
Casino,West Virginia,1/1/2022,283
Casino,Wisconsin,1/1/2014,109
Casino,Wisconsin,1/1/2015,105
Casino,Wisconsin,1/1/2016,132
Casino,Wisconsin,1/1/2017,145
Casino,Wisconsin,1/1/2018,158
Casino,Wisconsin,1/1/2019,148
Casino,Wisconsin,1/1/2020,101
Casino,Wisconsin,1/1/2021,118
Casino,Wisconsin,1/1/2022,250
Casino,Wyoming,1/1/2014,0
Casino,Wyoming,1/1/2015,0
Casino,Wyoming,1/1/2016,1
Casino,Wyoming,1/1/2017,5
Casino,Wyoming,1/1/2018,11
Casino,Wyoming,1/1/2019,9
Casino,Wyoming,1/1/2020,1
Casino,Wyoming,1/1/2021,6
Casino,Wyoming,1/1/2022,9
