Industry,State_Territory,Year,Number_of_SARs
Housing-GSE,Minnesota,1/1/2015,0
Housing-GSE,Mississippi,1/1/2015,0
Housing-GSE,Missouri,1/1/2015,0
Housing-GSE,Montana,1/1/2015,0
Housing-GSE,Nebraska,1/1/2015,0
Housing-GSE,Nevada,1/1/2015,0
Housing-GSE,New Hampshire,1/1/2015,0
Housing-GSE,New Jersey,1/1/2015,0
Housing-GSE,New Mexico,1/1/2015,0
Housing-GSE,New York,1/1/2015,0
Housing-GSE,North Carolina,1/1/2015,0
Housing-GSE,North Dakota,1/1/2015,0
Housing-GSE,Northern Mariana Islands,1/1/2015,0
Housing-GSE,Ohio,1/1/2015,0
Housing-GSE,Oklahoma,1/1/2015,0
Housing-GSE,Oregon,1/1/2015,0
Housing-GSE,Palau,1/1/2015,0
Housing-GSE,Pennsylvania,1/1/2015,0
Housing-GSE,Puerto Rico,1/1/2015,0
Housing-GSE,Rhode Island,1/1/2015,0
Housing-GSE,South Carolina,1/1/2015,0
Housing-GSE,South Dakota,1/1/2015,0
Housing-GSE,Tennessee,1/1/2015,0
Housing-GSE,Texas,1/1/2015,60
Housing-GSE,U.S. Virgin Islands,1/1/2015,0
Housing-GSE,Unknown/Blank,1/1/2015,0
Housing-GSE,Utah,1/1/2015,0
Housing-GSE,Vermont,1/1/2015,0
Housing-GSE,Virginia,1/1/2015,14
Housing-GSE,Washington,1/1/2015,0
Housing-GSE,West Virginia,1/1/2015,0
Housing-GSE,Wisconsin,1/1/2015,0
Housing-GSE,Wyoming,1/1/2015,0
Housing-GSE,Alabama,1/1/2016,0
Housing-GSE,Alaska,1/1/2016,0
Housing-GSE,American Samoa,1/1/2016,0
Housing-GSE,Arizona,1/1/2016,0
Housing-GSE,Arkansas,1/1/2016,0
Housing-GSE,California,1/1/2016,2
Housing-GSE,Colorado,1/1/2016,0
Housing-GSE,Connecticut,1/1/2016,0
Housing-GSE,Delaware,1/1/2016,0
Housing-GSE,District of Columbia,1/1/2016,225
Housing-GSE,Federated States of Micronesia,1/1/2016,0
Housing-GSE,Florida,1/1/2016,0
Housing-GSE,Georgia,1/1/2016,7
Housing-GSE,Guam,1/1/2016,0
Housing-GSE,Hawaii,1/1/2016,0
Housing-GSE,Idaho,1/1/2016,0
Housing-GSE,Illinois,1/1/2016,0
Housing-GSE,Indiana,1/1/2016,0
Housing-GSE,Iowa,1/1/2016,3
Housing-GSE,Kansas,1/1/2016,3
Housing-GSE,Kentucky,1/1/2016,0
Housing-GSE,Louisiana,1/1/2016,0
Housing-GSE,Maine,1/1/2016,0
Housing-GSE,Marshall Islands,1/1/2016,0
Housing-GSE,Maryland,1/1/2016,0
Housing-GSE,Massachusetts,1/1/2016,2
Housing-GSE,Michigan,1/1/2016,0
Housing-GSE,Minnesota,1/1/2016,0
Housing-GSE,Mississippi,1/1/2016,0
Housing-GSE,Missouri,1/1/2016,0
Housing-GSE,Montana,1/1/2016,0
Housing-GSE,Nebraska,1/1/2016,0
Housing-GSE,Nevada,1/1/2016,0
Housing-GSE,New Hampshire,1/1/2016,0
Housing-GSE,New Jersey,1/1/2016,0
Housing-GSE,New Mexico,1/1/2016,0
Housing-GSE,New York,1/1/2016,0
Housing-GSE,North Carolina,1/1/2016,1
Housing-GSE,North Dakota,1/1/2016,0
Housing-GSE,Northern Mariana Islands,1/1/2016,0
Housing-GSE,Ohio,1/1/2016,0
Housing-GSE,Oklahoma,1/1/2016,0
Housing-GSE,Oregon,1/1/2016,0
Housing-GSE,Palau,1/1/2016,0
Housing-GSE,Pennsylvania,1/1/2016,0
Housing-GSE,Puerto Rico,1/1/2016,0
Housing-GSE,Rhode Island,1/1/2016,0
Housing-GSE,South Carolina,1/1/2016,0
Housing-GSE,South Dakota,1/1/2016,0
Housing-GSE,Tennessee,1/1/2016,0
Housing-GSE,Texas,1/1/2016,22
Housing-GSE,U.S. Virgin Islands,1/1/2016,0
Housing-GSE,Unknown/Blank,1/1/2016,0
Housing-GSE,Utah,1/1/2016,0
Housing-GSE,Vermont,1/1/2016,0
Housing-GSE,Virginia,1/1/2016,16
Housing-GSE,Washington,1/1/2016,0
Housing-GSE,West Virginia,1/1/2016,0
Housing-GSE,Wisconsin,1/1/2016,0
Housing-GSE,Wyoming,1/1/2016,0
Housing-GSE,Alabama,1/1/2017,0
Housing-GSE,Alaska,1/1/2017,0
Housing-GSE,American Samoa,1/1/2017,0
Housing-GSE,Arizona,1/1/2017,0
Housing-GSE,Arkansas,1/1/2017,0
Housing-GSE,California,1/1/2017,0
Housing-GSE,Colorado,1/1/2017,0
Housing-GSE,Connecticut,1/1/2017,0
Housing-GSE,Delaware,1/1/2017,0
Housing-GSE,District of Columbia,1/1/2017,413
Housing-GSE,Federated States of Micronesia,1/1/2017,0
Housing-GSE,Florida,1/1/2017,0
Housing-GSE,Georgia,1/1/2017,10
Housing-GSE,Guam,1/1/2017,0
Housing-GSE,Hawaii,1/1/2017,0
Housing-GSE,Idaho,1/1/2017,0
Housing-GSE,Illinois,1/1/2017,4
Housing-GSE,Indiana,1/1/2017,1
Housing-GSE,Iowa,1/1/2017,3
Housing-GSE,Kansas,1/1/2017,6
Housing-GSE,Kentucky,1/1/2017,0
Housing-GSE,Louisiana,1/1/2017,0
Housing-GSE,Maine,1/1/2017,0
Housing-GSE,Marshall Islands,1/1/2017,0
Housing-GSE,Maryland,1/1/2017,0
Housing-GSE,Massachusetts,1/1/2017,5
Housing-GSE,Michigan,1/1/2017,0
Housing-GSE,Minnesota,1/1/2017,0
Housing-GSE,Mississippi,1/1/2017,0
Housing-GSE,Missouri,1/1/2017,0
Housing-GSE,Montana,1/1/2017,0
Housing-GSE,Nebraska,1/1/2017,0
Housing-GSE,Nevada,1/1/2017,0
Housing-GSE,New Hampshire,1/1/2017,0
Housing-GSE,New Jersey,1/1/2017,0
Housing-GSE,New Mexico,1/1/2017,0
Housing-GSE,New York,1/1/2017,0
Housing-GSE,North Carolina,1/1/2017,0
Housing-GSE,North Dakota,1/1/2017,0
Housing-GSE,Northern Mariana Islands,1/1/2017,0
Housing-GSE,Ohio,1/1/2017,0
Housing-GSE,Oklahoma,1/1/2017,0
Housing-GSE,Oregon,1/1/2017,0
Housing-GSE,Palau,1/1/2017,0
Housing-GSE,Pennsylvania,1/1/2017,0
Housing-GSE,Puerto Rico,1/1/2017,0
Housing-GSE,Rhode Island,1/1/2017,0
Housing-GSE,South Carolina,1/1/2017,0
Housing-GSE,South Dakota,1/1/2017,0
Housing-GSE,Tennessee,1/1/2017,0
Housing-GSE,Texas,1/1/2017,14
Housing-GSE,U.S. Virgin Islands,1/1/2017,0
Housing-GSE,Unknown/Blank,1/1/2017,1
Housing-GSE,Utah,1/1/2017,1
Housing-GSE,Vermont,1/1/2017,0
Housing-GSE,Virginia,1/1/2017,10
Housing-GSE,Washington,1/1/2017,0
Housing-GSE,West Virginia,1/1/2017,0
Housing-GSE,Wisconsin,1/1/2017,0
Housing-GSE,Wyoming,1/1/2017,0
Housing-GSE,Alabama,1/1/2018,0
Housing-GSE,Alaska,1/1/2018,0
Housing-GSE,American Samoa,1/1/2018,0
Housing-GSE,Arizona,1/1/2018,0
Housing-GSE,Arkansas,1/1/2018,0
Housing-GSE,California,1/1/2018,1
Housing-GSE,Colorado,1/1/2018,3
Housing-GSE,Connecticut,1/1/2018,0
Housing-GSE,Delaware,1/1/2018,0
Housing-GSE,District of Columbia,1/1/2018,616
Housing-GSE,Federated States of Micronesia,1/1/2018,0
Housing-GSE,Florida,1/1/2018,0
Housing-GSE,Georgia,1/1/2018,12
Housing-GSE,Guam,1/1/2018,0
Housing-GSE,Hawaii,1/1/2018,0
Housing-GSE,Idaho,1/1/2018,0
Housing-GSE,Illinois,1/1/2018,2
Housing-GSE,Indiana,1/1/2018,12
Housing-GSE,Iowa,1/1/2018,6
Housing-GSE,Kansas,1/1/2018,2
Housing-GSE,Kentucky,1/1/2018,0
Housing-GSE,Louisiana,1/1/2018,0
Housing-GSE,Maine,1/1/2018,0
Housing-GSE,Marshall Islands,1/1/2018,0
Housing-GSE,Maryland,1/1/2018,0
Housing-GSE,Massachusetts,1/1/2018,2
Housing-GSE,Michigan,1/1/2018,0
Housing-GSE,Minnesota,1/1/2018,0
Housing-GSE,Mississippi,1/1/2018,0
Housing-GSE,Missouri,1/1/2018,0
Housing-GSE,Montana,1/1/2018,0
Housing-GSE,Nebraska,1/1/2018,0
Housing-GSE,Nevada,1/1/2018,0
Housing-GSE,New Hampshire,1/1/2018,0
Housing-GSE,New Jersey,1/1/2018,0
Housing-GSE,New Mexico,1/1/2018,0
Housing-GSE,New York,1/1/2018,0
Housing-GSE,North Carolina,1/1/2018,0
Housing-GSE,North Dakota,1/1/2018,0
Housing-GSE,Northern Mariana Islands,1/1/2018,0
Housing-GSE,Ohio,1/1/2018,0
Housing-GSE,Oklahoma,1/1/2018,0
Housing-GSE,Oregon,1/1/2018,0
Housing-GSE,Palau,1/1/2018,0
Housing-GSE,Pennsylvania,1/1/2018,0
Housing-GSE,Puerto Rico,1/1/2018,0
Housing-GSE,Rhode Island,1/1/2018,0
Housing-GSE,South Carolina,1/1/2018,0
Housing-GSE,South Dakota,1/1/2018,0
Housing-GSE,Tennessee,1/1/2018,0
Housing-GSE,Texas,1/1/2018,6
Housing-GSE,U.S. Virgin Islands,1/1/2018,0
Housing-GSE,Unknown/Blank,1/1/2018,0
Housing-GSE,Utah,1/1/2018,0
Housing-GSE,Vermont,1/1/2018,0
Housing-GSE,Virginia,1/1/2018,18
Housing-GSE,Washington,1/1/2018,0
Housing-GSE,West Virginia,1/1/2018,0
Housing-GSE,Wisconsin,1/1/2018,0
Housing-GSE,Wyoming,1/1/2018,0
Housing-GSE,Alabama,1/1/2019,0
Housing-GSE,Alaska,1/1/2019,0
Housing-GSE,American Samoa,1/1/2019,0
Housing-GSE,Arizona,1/1/2019,0
Housing-GSE,Arkansas,1/1/2019,0
Housing-GSE,California,1/1/2019,4
Housing-GSE,Colorado,1/1/2019,0
Housing-GSE,Connecticut,1/1/2019,0
Housing-GSE,Delaware,1/1/2019,0
Housing-GSE,District of Columbia,1/1/2019,960
Housing-GSE,Federated States of Micronesia,1/1/2019,0
Housing-GSE,Florida,1/1/2019,0
Housing-GSE,Georgia,1/1/2019,4
Housing-GSE,Guam,1/1/2019,0
Housing-GSE,Hawaii,1/1/2019,0
Housing-GSE,Idaho,1/1/2019,0
Housing-GSE,Illinois,1/1/2019,0
Housing-GSE,Indiana,1/1/2019,14
Housing-GSE,Iowa,1/1/2019,9
Housing-GSE,Kansas,1/1/2019,0
Housing-GSE,Kentucky,1/1/2019,0
Housing-GSE,Louisiana,1/1/2019,0
Housing-GSE,Maine,1/1/2019,0
Housing-GSE,Marshall Islands,1/1/2019,0
Housing-GSE,Maryland,1/1/2019,0
Housing-GSE,Massachusetts,1/1/2019,5
Housing-GSE,Michigan,1/1/2019,0
Housing-GSE,Minnesota,1/1/2019,0
Housing-GSE,Mississippi,1/1/2019,0
Housing-GSE,Missouri,1/1/2019,0
Housing-GSE,Montana,1/1/2019,0
Housing-GSE,Nebraska,1/1/2019,0
Housing-GSE,Nevada,1/1/2019,0
Housing-GSE,New Hampshire,1/1/2019,0
Housing-GSE,New Jersey,1/1/2019,0
Housing-GSE,New Mexico,1/1/2019,0
Housing-GSE,New York,1/1/2019,0
Housing-GSE,North Carolina,1/1/2019,0
Housing-GSE,North Dakota,1/1/2019,0
Housing-GSE,Northern Mariana Islands,1/1/2019,0
Housing-GSE,Ohio,1/1/2019,1
Housing-GSE,Oklahoma,1/1/2019,0
Housing-GSE,Oregon,1/1/2019,0
Housing-GSE,Palau,1/1/2019,0
Housing-GSE,Pennsylvania,1/1/2019,0
Housing-GSE,Puerto Rico,1/1/2019,0
Housing-GSE,Rhode Island,1/1/2019,0
Housing-GSE,South Carolina,1/1/2019,0
Housing-GSE,South Dakota,1/1/2019,0
Housing-GSE,Tennessee,1/1/2019,0
Housing-GSE,Texas,1/1/2019,7
Housing-GSE,U.S. Virgin Islands,1/1/2019,0
Housing-GSE,Unknown/Blank,1/1/2019,0
Housing-GSE,Utah,1/1/2019,0
Housing-GSE,Vermont,1/1/2019,0
Housing-GSE,Virginia,1/1/2019,11
Housing-GSE,Washington,1/1/2019,0
Housing-GSE,West Virginia,1/1/2019,0
Housing-GSE,Wisconsin,1/1/2019,0
Housing-GSE,Wyoming,1/1/2019,0
Housing-GSE,Alabama,1/1/2020,0
Housing-GSE,Alaska,1/1/2020,0
Housing-GSE,American Samoa,1/1/2020,0
Housing-GSE,Arizona,1/1/2020,1
Housing-GSE,Arkansas,1/1/2020,1
Housing-GSE,California,1/1/2020,2
Housing-GSE,Colorado,1/1/2020,3
Housing-GSE,Connecticut,1/1/2020,0
Housing-GSE,Delaware,1/1/2020,0
Housing-GSE,District of Columbia,1/1/2020,1344
Housing-GSE,Federated States of Micronesia,1/1/2020,0
Housing-GSE,Florida,1/1/2020,0
Housing-GSE,Georgia,1/1/2020,9
Housing-GSE,Guam,1/1/2020,0
Housing-GSE,Hawaii,1/1/2020,0
Housing-GSE,Idaho,1/1/2020,0
Housing-GSE,Illinois,1/1/2020,2
Housing-GSE,Indiana,1/1/2020,14
Housing-GSE,Iowa,1/1/2020,12
Housing-GSE,Kansas,1/1/2020,2
Housing-GSE,Kentucky,1/1/2020,0
Housing-GSE,Louisiana,1/1/2020,0
Housing-GSE,Maine,1/1/2020,0
Housing-GSE,Marshall Islands,1/1/2020,0
Housing-GSE,Maryland,1/1/2020,1
Housing-GSE,Massachusetts,1/1/2020,3
Housing-GSE,Michigan,1/1/2020,0
Housing-GSE,Minnesota,1/1/2020,0
Housing-GSE,Mississippi,1/1/2020,1
Housing-GSE,Missouri,1/1/2020,0
Housing-GSE,Montana,1/1/2020,0
Housing-GSE,Nebraska,1/1/2020,0
Housing-GSE,Nevada,1/1/2020,0
Housing-GSE,New Hampshire,1/1/2020,0
Housing-GSE,New Jersey,1/1/2020,0
Housing-GSE,New Mexico,1/1/2020,0
Housing-GSE,New York,1/1/2020,0
Housing-GSE,North Carolina,1/1/2020,2
Housing-GSE,North Dakota,1/1/2020,0
Housing-GSE,Northern Mariana Islands,1/1/2020,0
Housing-GSE,Ohio,1/1/2020,0
Housing-GSE,Oklahoma,1/1/2020,3
Housing-GSE,Oregon,1/1/2020,0
Housing-GSE,Palau,1/1/2020,0
Housing-GSE,Pennsylvania,1/1/2020,0
Housing-GSE,Puerto Rico,1/1/2020,0
Housing-GSE,Rhode Island,1/1/2020,0
Housing-GSE,South Carolina,1/1/2020,0
Housing-GSE,South Dakota,1/1/2020,0
Housing-GSE,Tennessee,1/1/2020,0
Housing-GSE,Texas,1/1/2020,36
Housing-GSE,U.S. Virgin Islands,1/1/2020,0
Housing-GSE,Unknown/Blank,1/1/2020,0
Housing-GSE,Utah,1/1/2020,1
Housing-GSE,Vermont,1/1/2020,0
Housing-GSE,Virginia,1/1/2020,17
Housing-GSE,Washington,1/1/2020,8
Housing-GSE,West Virginia,1/1/2020,0
Housing-GSE,Wisconsin,1/1/2020,0
Housing-GSE,Wyoming,1/1/2020,0
Housing-GSE,Alabama,1/1/2021,1
Housing-GSE,Alaska,1/1/2021,1
Housing-GSE,American Samoa,1/1/2021,0
Housing-GSE,Arizona,1/1/2021,3
Housing-GSE,Arkansas,1/1/2021,1
Housing-GSE,California,1/1/2021,3
Housing-GSE,Colorado,1/1/2021,8
Housing-GSE,Connecticut,1/1/2021,0
Housing-GSE,Delaware,1/1/2021,0
Housing-GSE,District of Columbia,1/1/2021,2728
Housing-GSE,Federated States of Micronesia,1/1/2021,0
Housing-GSE,Florida,1/1/2021,1
Housing-GSE,Georgia,1/1/2021,8
Housing-GSE,Guam,1/1/2021,0
Housing-GSE,Hawaii,1/1/2021,0
Housing-GSE,Idaho,1/1/2021,0
Housing-GSE,Illinois,1/1/2021,4
Housing-GSE,Indiana,1/1/2021,9
Housing-GSE,Iowa,1/1/2021,13
Housing-GSE,Kansas,1/1/2021,1
Housing-GSE,Kentucky,1/1/2021,1
Housing-GSE,Louisiana,1/1/2021,2
Housing-GSE,Maine,1/1/2021,0
Housing-GSE,Marshall Islands,1/1/2021,0
Housing-GSE,Maryland,1/1/2021,0
Housing-GSE,Massachusetts,1/1/2021,2
Housing-GSE,Michigan,1/1/2021,4
Housing-GSE,Minnesota,1/1/2021,0
Housing-GSE,Mississippi,1/1/2021,1
Housing-GSE,Missouri,1/1/2021,0
Housing-GSE,Montana,1/1/2021,0
Housing-GSE,Nebraska,1/1/2021,0
Housing-GSE,Nevada,1/1/2021,0
Housing-GSE,New Hampshire,1/1/2021,0
Housing-GSE,New Jersey,1/1/2021,0
Housing-GSE,New Mexico,1/1/2021,0
Housing-GSE,New York,1/1/2021,1
Housing-GSE,North Carolina,1/1/2021,5
Housing-GSE,North Dakota,1/1/2021,0
Housing-GSE,Northern Mariana Islands,1/1/2021,0
Housing-GSE,Ohio,1/1/2021,6
Housing-GSE,Oklahoma,1/1/2021,1
Housing-GSE,Oregon,1/1/2021,1
Housing-GSE,Palau,1/1/2021,0
Housing-GSE,Pennsylvania,1/1/2021,4
Housing-GSE,Puerto Rico,1/1/2021,0
Housing-GSE,Rhode Island,1/1/2021,0
Housing-GSE,South Carolina,1/1/2021,0
Housing-GSE,South Dakota,1/1/2021,1
Housing-GSE,Tennessee,1/1/2021,0
Housing-GSE,Texas,1/1/2021,63
Housing-GSE,U.S. Virgin Islands,1/1/2021,0
Housing-GSE,Unknown/Blank,1/1/2021,0
Housing-GSE,Utah,1/1/2021,0
Housing-GSE,Vermont,1/1/2021,0
Housing-GSE,Virginia,1/1/2021,21
Housing-GSE,Washington,1/1/2021,3
Housing-GSE,West Virginia,1/1/2021,0
Housing-GSE,Wisconsin,1/1/2021,0
Housing-GSE,Wyoming,1/1/2021,0
Housing-GSE,Alabama,1/1/2022,0
Housing-GSE,Alaska,1/1/2022,1
Housing-GSE,American Samoa,1/1/2022,0
Housing-GSE,Arizona,1/1/2022,2
Housing-GSE,Arkansas,1/1/2022,1
Housing-GSE,California,1/1/2022,1
Housing-GSE,Colorado,1/1/2022,0
Housing-GSE,Connecticut,1/1/2022,0
Housing-GSE,Delaware,1/1/2022,0
Housing-GSE,District of Columbia,1/1/2022,276
Housing-GSE,Federated States of Micronesia,1/1/2022,0
Housing-GSE,Florida,1/1/2022,1
Housing-GSE,Georgia,1/1/2022,11
Housing-GSE,Guam,1/1/2022,0
Housing-GSE,Hawaii,1/1/2022,0
Housing-GSE,Idaho,1/1/2022,0
Housing-GSE,Illinois,1/1/2022,25
Housing-GSE,Indiana,1/1/2022,6
Housing-GSE,Iowa,1/1/2022,10
Housing-GSE,Kansas,1/1/2022,2
Housing-GSE,Kentucky,1/1/2022,0
Housing-GSE,Louisiana,1/1/2022,0
Housing-GSE,Maine,1/1/2022,0
Housing-GSE,Marshall Islands,1/1/2022,0
Housing-GSE,Maryland,1/1/2022,1
Housing-GSE,Massachusetts,1/1/2022,3
Housing-GSE,Michigan,1/1/2022,0
Housing-GSE,Minnesota,1/1/2022,0
Housing-GSE,Mississippi,1/1/2022,2
Housing-GSE,Missouri,1/1/2022,0
Housing-GSE,Montana,1/1/2022,0
Housing-GSE,Nebraska,1/1/2022,0
Housing-GSE,Nevada,1/1/2022,0
Housing-GSE,New Hampshire,1/1/2022,0
Housing-GSE,New Jersey,1/1/2022,0
Housing-GSE,New Mexico,1/1/2022,0
Housing-GSE,New York,1/1/2022,0
Housing-GSE,North Carolina,1/1/2022,3
Housing-GSE,North Dakota,1/1/2022,0
Housing-GSE,Northern Mariana Islands,1/1/2022,0
Housing-GSE,Ohio,1/1/2022,0
Housing-GSE,Oklahoma,1/1/2022,1
Housing-GSE,Oregon,1/1/2022,0
Housing-GSE,Palau,1/1/2022,0
Housing-GSE,Pennsylvania,1/1/2022,10
Housing-GSE,Puerto Rico,1/1/2022,0
Housing-GSE,Rhode Island,1/1/2022,0
Housing-GSE,South Carolina,1/1/2022,0
Housing-GSE,South Dakota,1/1/2022,0
Housing-GSE,Tennessee,1/1/2022,1
Housing-GSE,Texas,1/1/2022,43
Housing-GSE,U.S. Virgin Islands,1/1/2022,0
Housing-GSE,Unknown/Blank,1/1/2022,0
Housing-GSE,Utah,1/1/2022,3
Housing-GSE,Vermont,1/1/2022,0
Housing-GSE,Virginia,1/1/2022,767
Housing-GSE,Washington,1/1/2022,6
Housing-GSE,West Virginia,1/1/2022,0
Housing-GSE,Wisconsin,1/1/2022,0
Housing-GSE,Wyoming,1/1/2022,0
