Industry,State_Territory,Year,Number_of_SARs
Casino,Northern Mariana Islands,1/1/2020,51
Casino,Northern Mariana Islands,1/1/2021,0
Casino,Northern Mariana Islands,1/1/2022,0
Casino,Ohio,1/1/2014,1031
Casino,Ohio,1/1/2015,1136
Casino,Ohio,1/1/2016,1094
Casino,Ohio,1/1/2017,1094
Casino,Ohio,1/1/2018,607
Casino,Ohio,1/1/2019,849
Casino,Ohio,1/1/2020,675
Casino,Ohio,1/1/2021,828
Casino,Ohio,1/1/2022,929
Casino,Oklahoma,1/1/2014,2384
Casino,Oklahoma,1/1/2015,2361
Casino,Oklahoma,1/1/2016,3497
Casino,Oklahoma,1/1/2017,3704
Casino,Oklahoma,1/1/2018,1823
Casino,Oklahoma,1/1/2019,2418
Casino,Oklahoma,1/1/2020,2690
Casino,Oklahoma,1/1/2021,3469
Casino,Oklahoma,1/1/2022,5327
Casino,Oregon,1/1/2014,31
Casino,Oregon,1/1/2015,34
Casino,Oregon,1/1/2016,47
Casino,Oregon,1/1/2017,81
Casino,Oregon,1/1/2018,96
Casino,Oregon,1/1/2019,157
Casino,Oregon,1/1/2020,78
Casino,Oregon,1/1/2021,90
Casino,Oregon,1/1/2022,49
Casino,Palau,1/1/2014,0
Casino,Palau,1/1/2015,0
Casino,Palau,1/1/2016,0
Casino,Palau,1/1/2017,0
Casino,Palau,1/1/2018,0
Casino,Palau,1/1/2019,0
Casino,Palau,1/1/2020,0
Casino,Palau,1/1/2021,0
Casino,Palau,1/1/2022,0
Casino,Pennsylvania,1/1/2014,1991
Casino,Pennsylvania,1/1/2015,3313
Casino,Pennsylvania,1/1/2016,3440
Casino,Pennsylvania,1/1/2017,3567
Casino,Pennsylvania,1/1/2018,3041
Casino,Pennsylvania,1/1/2019,2552
Casino,Pennsylvania,1/1/2020,1846
Casino,Pennsylvania,1/1/2021,2131
Casino,Pennsylvania,1/1/2022,2073
Casino,Puerto Rico,1/1/2014,413
Casino,Puerto Rico,1/1/2015,225
Casino,Puerto Rico,1/1/2016,141
Casino,Puerto Rico,1/1/2017,209
Casino,Puerto Rico,1/1/2018,300
Casino,Puerto Rico,1/1/2019,358
Casino,Puerto Rico,1/1/2020,214
Casino,Puerto Rico,1/1/2021,404
Casino,Puerto Rico,1/1/2022,482
Casino,Rhode Island,1/1/2014,225
Casino,Rhode Island,1/1/2015,245
Casino,Rhode Island,1/1/2016,253
Casino,Rhode Island,1/1/2017,235
Casino,Rhode Island,1/1/2018,186
Casino,Rhode Island,1/1/2019,193
Casino,Rhode Island,1/1/2020,82
Casino,Rhode Island,1/1/2021,133
Casino,Rhode Island,1/1/2022,166
Casino,South Carolina,1/1/2014,0
Casino,South Carolina,1/1/2015,0
Casino,South Carolina,1/1/2016,0
Casino,South Carolina,1/1/2017,0
Casino,South Carolina,1/1/2018,8
Casino,South Carolina,1/1/2019,36
Casino,South Carolina,1/1/2020,6
Casino,South Carolina,1/1/2021,0
Casino,South Carolina,1/1/2022,0
Casino,South Dakota,1/1/2014,20
Casino,South Dakota,1/1/2015,21
Casino,South Dakota,1/1/2016,47
Casino,South Dakota,1/1/2017,43
Casino,South Dakota,1/1/2018,25
Casino,South Dakota,1/1/2019,73
Casino,South Dakota,1/1/2020,14
Casino,South Dakota,1/1/2021,22
Casino,South Dakota,1/1/2022,25
Casino,Tennessee,1/1/2014,0
Casino,Tennessee,1/1/2015,0
Casino,Tennessee,1/1/2016,0
Casino,Tennessee,1/1/2017,0
Casino,Tennessee,1/1/2018,7
Casino,Tennessee,1/1/2019,57
Casino,Tennessee,1/1/2020,12
Casino,Tennessee,1/1/2021,0
Casino,Tennessee,1/1/2022,1
Casino,Texas,1/1/2014,52
Casino,Texas,1/1/2015,31
Casino,Texas,1/1/2016,75
Casino,Texas,1/1/2017,63
Casino,Texas,1/1/2018,135
Casino,Texas,1/1/2019,306
Casino,Texas,1/1/2020,92
Casino,Texas,1/1/2021,92
Casino,Texas,1/1/2022,81
Casino,U.S. Virgin Islands,1/1/2014,0
Casino,U.S. Virgin Islands,1/1/2015,0
Casino,U.S. Virgin Islands,1/1/2016,0
Casino,U.S. Virgin Islands,1/1/2017,0
Casino,U.S. Virgin Islands,1/1/2018,0
Casino,U.S. Virgin Islands,1/1/2019,0
Casino,U.S. Virgin Islands,1/1/2020,0
Casino,U.S. Virgin Islands,1/1/2021,0
Casino,U.S. Virgin Islands,1/1/2022,0
Casino,Unknown/Blank,1/1/2014,20
Casino,Unknown/Blank,1/1/2015,79
Casino,Unknown/Blank,1/1/2016,100
Casino,Unknown/Blank,1/1/2017,12
Casino,Unknown/Blank,1/1/2018,4
Casino,Unknown/Blank,1/1/2019,2
Casino,Unknown/Blank,1/1/2020,2
Casino,Unknown/Blank,1/1/2021,4
Casino,Unknown/Blank,1/1/2022,5
Casino,Utah,1/1/2014,0
Casino,Utah,1/1/2015,0
Casino,Utah,1/1/2016,0
Casino,Utah,1/1/2017,1
Casino,Utah,1/1/2018,5
Casino,Utah,1/1/2019,45
Casino,Utah,1/1/2020,18
Casino,Utah,1/1/2021,0
Casino,Utah,1/1/2022,0
Casino,Vermont,1/1/2014,0
Casino,Vermont,1/1/2015,0
Casino,Vermont,1/1/2016,0
Casino,Vermont,1/1/2017,0
Casino,Vermont,1/1/2018,0
Casino,Vermont,1/1/2019,0
Casino,Vermont,1/1/2020,0
Casino,Vermont,1/1/2021,0
Casino,Vermont,1/1/2022,0
Casino,Virginia,1/1/2014,0
Casino,Virginia,1/1/2015,5
Casino,Virginia,1/1/2016,7
Casino,Virginia,1/1/2017,16
Casino,Virginia,1/1/2018,12
Casino,Virginia,1/1/2019,39
Casino,Virginia,1/1/2020,20
Casino,Virginia,1/1/2021,29
Casino,Virginia,1/1/2022,47
Casino,Washington,1/1/2014,626
Casino,Washington,1/1/2015,541
Casino,Washington,1/1/2016,781
Casino,Washington,1/1/2017,1436
Casino,Washington,1/1/2018,769
Casino,Washington,1/1/2019,976
Casino,Washington,1/1/2020,636
Casino,Washington,1/1/2021,703
Casino,Washington,1/1/2022,956
Casino,West Virginia,1/1/2014,1123
Casino,West Virginia,1/1/2015,1128
Casino,West Virginia,1/1/2016,907
Casino,West Virginia,1/1/2017,534
Casino,West Virginia,1/1/2018,312
Casino,West Virginia,1/1/2019,358
Casino,West Virginia,1/1/2020,221
Casino,West Virginia,1/1/2021,286
Casino,West Virginia,1/1/2022,283
Casino,Wisconsin,1/1/2014,109
Casino,Wisconsin,1/1/2015,105
Casino,Wisconsin,1/1/2016,132
Casino,Wisconsin,1/1/2017,145
Casino,Wisconsin,1/1/2018,158
Casino,Wisconsin,1/1/2019,148
Casino,Wisconsin,1/1/2020,101
Casino,Wisconsin,1/1/2021,118
Casino,Wisconsin,1/1/2022,250
Casino,Wyoming,1/1/2014,0
Casino,Wyoming,1/1/2015,0
Casino,Wyoming,1/1/2016,1
Casino,Wyoming,1/1/2017,5
Casino,Wyoming,1/1/2018,11
Casino,Wyoming,1/1/2019,9
Casino,Wyoming,1/1/2020,1
Casino,Wyoming,1/1/2021,6
Casino,Wyoming,1/1/2022,9
Deposit Institution,Alabama,1/1/2014,8932
Deposit Institution,Alabama,1/1/2015,10961
Deposit Institution,Alabama,1/1/2016,13022
Deposit Institution,Alabama,1/1/2017,13979
Deposit Institution,Alabama,1/1/2018,15742
Deposit Institution,Alabama,1/1/2019,16695
Deposit Institution,Alabama,1/1/2020,20606
Deposit Institution,Alabama,1/1/2021,29274
Deposit Institution,Alabama,1/1/2022,31073
Deposit Institution,Alaska,1/1/2014,1892
Deposit Institution,Alaska,1/1/2015,2280
Deposit Institution,Alaska,1/1/2016,2683
Deposit Institution,Alaska,1/1/2017,2610
Deposit Institution,Alaska,1/1/2018,2577
Deposit Institution,Alaska,1/1/2019,2226
Deposit Institution,Alaska,1/1/2020,2377
Deposit Institution,Alaska,1/1/2021,2484
Deposit Institution,Alaska,1/1/2022,2978
Deposit Institution,American Samoa,1/1/2014,553
Deposit Institution,American Samoa,1/1/2015,110
Deposit Institution,American Samoa,1/1/2016,79
Deposit Institution,American Samoa,1/1/2017,71
Deposit Institution,American Samoa,1/1/2018,40
Deposit Institution,American Samoa,1/1/2019,90
Deposit Institution,American Samoa,1/1/2020,37
Deposit Institution,American Samoa,1/1/2021,19
Deposit Institution,American Samoa,1/1/2022,4
Deposit Institution,Arizona,1/1/2014,18023
Deposit Institution,Arizona,1/1/2015,16733
Deposit Institution,Arizona,1/1/2016,18829
Deposit Institution,Arizona,1/1/2017,18987
Deposit Institution,Arizona,1/1/2018,17692
Deposit Institution,Arizona,1/1/2019,16501
Deposit Institution,Arizona,1/1/2020,20467
Deposit Institution,Arizona,1/1/2021,23776
Deposit Institution,Arizona,1/1/2022,26196
Deposit Institution,Arkansas,1/1/2014,3329
Deposit Institution,Arkansas,1/1/2015,4381
Deposit Institution,Arkansas,1/1/2016,4771
Deposit Institution,Arkansas,1/1/2017,5800
Deposit Institution,Arkansas,1/1/2018,5347
Deposit Institution,Arkansas,1/1/2019,6890
Deposit Institution,Arkansas,1/1/2020,8420
Deposit Institution,Arkansas,1/1/2021,10113
Deposit Institution,Arkansas,1/1/2022,9792
Deposit Institution,California,1/1/2014,140011
Deposit Institution,California,1/1/2015,146477
Deposit Institution,California,1/1/2016,164915
Deposit Institution,California,1/1/2017,173927
Deposit Institution,California,1/1/2018,177172
Deposit Institution,California,1/1/2019,187458
Deposit Institution,California,1/1/2020,222553
Deposit Institution,California,1/1/2021,250793
Deposit Institution,California,1/1/2022,275518
Deposit Institution,Colorado,1/1/2014,10692
Deposit Institution,Colorado,1/1/2015,12633
Deposit Institution,Colorado,1/1/2016,14666
Deposit Institution,Colorado,1/1/2017,15964
Deposit Institution,Colorado,1/1/2018,16073
Deposit Institution,Colorado,1/1/2019,15106
Deposit Institution,Colorado,1/1/2020,16817
Deposit Institution,Colorado,1/1/2021,17640
Deposit Institution,Colorado,1/1/2022,17985
Deposit Institution,Connecticut,1/1/2014,9415
Deposit Institution,Connecticut,1/1/2015,10892
Deposit Institution,Connecticut,1/1/2016,11834
Deposit Institution,Connecticut,1/1/2017,11998
Deposit Institution,Connecticut,1/1/2018,11785
Deposit Institution,Connecticut,1/1/2019,11429
Deposit Institution,Connecticut,1/1/2020,11572
Deposit Institution,Connecticut,1/1/2021,13173
Deposit Institution,Connecticut,1/1/2022,14758
Deposit Institution,Delaware,1/1/2014,50612
Deposit Institution,Delaware,1/1/2015,49894
Deposit Institution,Delaware,1/1/2016,75455
Deposit Institution,Delaware,1/1/2017,58211
Deposit Institution,Delaware,1/1/2018,48293
Deposit Institution,Delaware,1/1/2019,35063
Deposit Institution,Delaware,1/1/2020,36513
Deposit Institution,Delaware,1/1/2021,78657
Deposit Institution,Delaware,1/1/2022,112988
Deposit Institution,District of Columbia,1/1/2014,2811
Deposit Institution,District of Columbia,1/1/2015,3088
Deposit Institution,District of Columbia,1/1/2016,3863
Deposit Institution,District of Columbia,1/1/2017,4577
Deposit Institution,District of Columbia,1/1/2018,4464
Deposit Institution,District of Columbia,1/1/2019,4842
Deposit Institution,District of Columbia,1/1/2020,4670
Deposit Institution,District of Columbia,1/1/2021,4347
Deposit Institution,District of Columbia,1/1/2022,4855
Deposit Institution,Federated States of Micronesia,1/1/2014,27
Deposit Institution,Federated States of Micronesia,1/1/2015,5
Deposit Institution,Federated States of Micronesia,1/1/2016,4
Deposit Institution,Federated States of Micronesia,1/1/2017,8
Deposit Institution,Federated States of Micronesia,1/1/2018,6
Deposit Institution,Federated States of Micronesia,1/1/2019,5
Deposit Institution,Federated States of Micronesia,1/1/2020,12
Deposit Institution,Federated States of Micronesia,1/1/2021,12
Deposit Institution,Federated States of Micronesia,1/1/2022,10
Deposit Institution,Florida,1/1/2014,60745
Deposit Institution,Florida,1/1/2015,64837
Deposit Institution,Florida,1/1/2016,68927
Deposit Institution,Florida,1/1/2017,73363
Deposit Institution,Florida,1/1/2018,74505
Deposit Institution,Florida,1/1/2019,77939
Deposit Institution,Florida,1/1/2020,85711
Deposit Institution,Florida,1/1/2021,98315
Deposit Institution,Florida,1/1/2022,130804
Deposit Institution,Georgia,1/1/2014,24386
Deposit Institution,Georgia,1/1/2015,27447
Deposit Institution,Georgia,1/1/2016,33615
Deposit Institution,Georgia,1/1/2017,38861
Deposit Institution,Georgia,1/1/2018,39229
Deposit Institution,Georgia,1/1/2019,40434
Deposit Institution,Georgia,1/1/2020,37731
Deposit Institution,Georgia,1/1/2021,44017
Deposit Institution,Georgia,1/1/2022,59675
Deposit Institution,Guam,1/1/2014,1453
Deposit Institution,Guam,1/1/2015,748
Deposit Institution,Guam,1/1/2016,654
Deposit Institution,Guam,1/1/2017,759
Deposit Institution,Guam,1/1/2018,612
Deposit Institution,Guam,1/1/2019,735
Deposit Institution,Guam,1/1/2020,701
Deposit Institution,Guam,1/1/2021,852
Deposit Institution,Guam,1/1/2022,910
Deposit Institution,Hawaii,1/1/2014,6806
Deposit Institution,Hawaii,1/1/2015,7230
Deposit Institution,Hawaii,1/1/2016,8287
Deposit Institution,Hawaii,1/1/2017,7828
Deposit Institution,Hawaii,1/1/2018,6997
Deposit Institution,Hawaii,1/1/2019,8996
Deposit Institution,Hawaii,1/1/2020,8971
Deposit Institution,Hawaii,1/1/2021,8030
Deposit Institution,Hawaii,1/1/2022,8282
Deposit Institution,Idaho,1/1/2014,1590
Deposit Institution,Idaho,1/1/2015,1774
Deposit Institution,Idaho,1/1/2016,2168
Deposit Institution,Idaho,1/1/2017,2554
Deposit Institution,Idaho,1/1/2018,2536
Deposit Institution,Idaho,1/1/2019,2525
Deposit Institution,Idaho,1/1/2020,3083
Deposit Institution,Idaho,1/1/2021,3395
Deposit Institution,Idaho,1/1/2022,3801
Deposit Institution,Illinois,1/1/2014,31882
Deposit Institution,Illinois,1/1/2015,32319
Deposit Institution,Illinois,1/1/2016,32827
Deposit Institution,Illinois,1/1/2017,33656
Deposit Institution,Illinois,1/1/2018,34395
Deposit Institution,Illinois,1/1/2019,36953
Deposit Institution,Illinois,1/1/2020,44672
Deposit Institution,Illinois,1/1/2021,52284
Deposit Institution,Illinois,1/1/2022,62409
Deposit Institution,Indiana,1/1/2014,10549
Deposit Institution,Indiana,1/1/2015,10477
Deposit Institution,Indiana,1/1/2016,12279
Deposit Institution,Indiana,1/1/2017,12146
