Industry,State_Territory,Year,Number_of_SARs
Insurance,U.S. Virgin Islands,1/1/2015,0
Insurance,Unknown/Blank,1/1/2015,1
Insurance,Utah,1/1/2015,0
Insurance,Vermont,1/1/2015,4
Insurance,Virginia,1/1/2015,7
Insurance,Washington,1/1/2015,32
Insurance,West Virginia,1/1/2015,1
Insurance,Wisconsin,1/1/2015,137
Insurance,Wyoming,1/1/2015,1
Insurance,Alabama,1/1/2016,3
Insurance,Alaska,1/1/2016,0
Insurance,American Samoa,1/1/2016,0
Insurance,Arizona,1/1/2016,7
Insurance,Arkansas,1/1/2016,1
Insurance,California,1/1/2016,40
Insurance,Colorado,1/1/2016,5
Insurance,Connecticut,1/1/2016,49
Insurance,Delaware,1/1/2016,0
Insurance,District of Columbia,1/1/2016,1
Insurance,Federated States of Micronesia,1/1/2016,0
Insurance,Florida,1/1/2016,3
Insurance,Georgia,1/1/2016,145
Insurance,Guam,1/1/2016,0
Insurance,Hawaii,1/1/2016,0
Insurance,Idaho,1/1/2016,1
Insurance,Illinois,1/1/2016,22
Insurance,Indiana,1/1/2016,41
Insurance,Iowa,1/1/2016,131
Insurance,Kansas,1/1/2016,5
Insurance,Kentucky,1/1/2016,0
Insurance,Louisiana,1/1/2016,6
Insurance,Maine,1/1/2016,0
Insurance,Marshall Islands,1/1/2016,0
Insurance,Maryland,1/1/2016,5
Insurance,Massachusetts,1/1/2016,236
Insurance,Michigan,1/1/2016,40
Insurance,Minnesota,1/1/2016,94
Insurance,Mississippi,1/1/2016,9
Insurance,Missouri,1/1/2016,0
Insurance,Montana,1/1/2016,1
Insurance,Nebraska,1/1/2016,31
Insurance,Nevada,1/1/2016,0
Insurance,New Hampshire,1/1/2016,0
Insurance,New Jersey,1/1/2016,99
Insurance,New Mexico,1/1/2016,1
Insurance,New York,1/1/2016,721
Insurance,North Carolina,1/1/2016,2
Insurance,North Dakota,1/1/2016,0
Insurance,Northern Mariana Islands,1/1/2016,0
Insurance,Ohio,1/1/2016,451
Insurance,Oklahoma,1/1/2016,0
Insurance,Oregon,1/1/2016,1
Insurance,Palau,1/1/2016,0
Insurance,Pennsylvania,1/1/2016,4
Insurance,Puerto Rico,1/1/2016,9
Insurance,Rhode Island,1/1/2016,16
Insurance,South Carolina,1/1/2016,2
Insurance,South Dakota,1/1/2016,0
Insurance,Tennessee,1/1/2016,0
Insurance,Texas,1/1/2016,192
Insurance,U.S. Virgin Islands,1/1/2016,0
Insurance,Unknown/Blank,1/1/2016,1
Insurance,Utah,1/1/2016,1
Insurance,Vermont,1/1/2016,3
Insurance,Virginia,1/1/2016,4
Insurance,Washington,1/1/2016,26
Insurance,West Virginia,1/1/2016,1
Insurance,Wisconsin,1/1/2016,124
Insurance,Wyoming,1/1/2016,1
Insurance,Alabama,1/1/2017,15
Insurance,Alaska,1/1/2017,1
Insurance,American Samoa,1/1/2017,0
Insurance,Arizona,1/1/2017,4
Insurance,Arkansas,1/1/2017,0
Insurance,California,1/1/2017,70
Insurance,Colorado,1/1/2017,5
Insurance,Connecticut,1/1/2017,62
Insurance,Delaware,1/1/2017,0
Insurance,District of Columbia,1/1/2017,0
Insurance,Federated States of Micronesia,1/1/2017,0
Insurance,Florida,1/1/2017,10
Insurance,Georgia,1/1/2017,146
Insurance,Guam,1/1/2017,0
Insurance,Hawaii,1/1/2017,0
Insurance,Idaho,1/1/2017,1
Insurance,Illinois,1/1/2017,22
Insurance,Indiana,1/1/2017,159
Insurance,Iowa,1/1/2017,376
Insurance,Kansas,1/1/2017,12
Insurance,Kentucky,1/1/2017,3
Insurance,Louisiana,1/1/2017,12
Insurance,Maine,1/1/2017,0
Insurance,Marshall Islands,1/1/2017,0
Insurance,Maryland,1/1/2017,0
Insurance,Massachusetts,1/1/2017,249
Insurance,Michigan,1/1/2017,109
Insurance,Minnesota,1/1/2017,110
Insurance,Mississippi,1/1/2017,5
Insurance,Missouri,1/1/2017,6
Insurance,Montana,1/1/2017,1
Insurance,Nebraska,1/1/2017,39
Insurance,Nevada,1/1/2017,1
Insurance,New Hampshire,1/1/2017,3
Insurance,New Jersey,1/1/2017,76
Insurance,New Mexico,1/1/2017,1
Insurance,New York,1/1/2017,779
Insurance,North Carolina,1/1/2017,160
Insurance,North Dakota,1/1/2017,0
Insurance,Northern Mariana Islands,1/1/2017,0
Insurance,Ohio,1/1/2017,153
Insurance,Oklahoma,1/1/2017,2
Insurance,Oregon,1/1/2017,5
Insurance,Palau,1/1/2017,0
Insurance,Pennsylvania,1/1/2017,15
Insurance,Puerto Rico,1/1/2017,1
Insurance,Rhode Island,1/1/2017,11
Insurance,South Carolina,1/1/2017,4
Insurance,South Dakota,1/1/2017,0
Insurance,Tennessee,1/1/2017,2
Insurance,Texas,1/1/2017,157
Insurance,U.S. Virgin Islands,1/1/2017,0
Insurance,Unknown/Blank,1/1/2017,0
Insurance,Utah,1/1/2017,2
Insurance,Vermont,1/1/2017,5
Insurance,Virginia,1/1/2017,6
Insurance,Washington,1/1/2017,41
Insurance,West Virginia,1/1/2017,0
Insurance,Wisconsin,1/1/2017,89
Insurance,Wyoming,1/1/2017,0
Insurance,Alabama,1/1/2018,38
Insurance,Alaska,1/1/2018,1
Insurance,American Samoa,1/1/2018,0
Insurance,Arizona,1/1/2018,3
Insurance,Arkansas,1/1/2018,3
Insurance,California,1/1/2018,62
Insurance,Colorado,1/1/2018,2
Insurance,Connecticut,1/1/2018,40
Insurance,Delaware,1/1/2018,1
Insurance,District of Columbia,1/1/2018,0
Insurance,Federated States of Micronesia,1/1/2018,0
Insurance,Florida,1/1/2018,7
Insurance,Georgia,1/1/2018,198
Insurance,Guam,1/1/2018,0
Insurance,Hawaii,1/1/2018,1
Insurance,Idaho,1/1/2018,0
Insurance,Illinois,1/1/2018,34
Insurance,Indiana,1/1/2018,114
Insurance,Iowa,1/1/2018,153
Insurance,Kansas,1/1/2018,11
Insurance,Kentucky,1/1/2018,4
Insurance,Louisiana,1/1/2018,7
Insurance,Maine,1/1/2018,0
Insurance,Marshall Islands,1/1/2018,0
Insurance,Maryland,1/1/2018,2
Insurance,Massachusetts,1/1/2018,276
Insurance,Michigan,1/1/2018,56
Insurance,Minnesota,1/1/2018,110
Insurance,Mississippi,1/1/2018,18
Insurance,Missouri,1/1/2018,12
Insurance,Montana,1/1/2018,2
Insurance,Nebraska,1/1/2018,49
Insurance,Nevada,1/1/2018,2
Insurance,New Hampshire,1/1/2018,1
Insurance,New Jersey,1/1/2018,51
Insurance,New Mexico,1/1/2018,1
Insurance,New York,1/1/2018,790
Insurance,North Carolina,1/1/2018,213
Insurance,North Dakota,1/1/2018,0
Insurance,Northern Mariana Islands,1/1/2018,0
Insurance,Ohio,1/1/2018,199
Insurance,Oklahoma,1/1/2018,3
Insurance,Oregon,1/1/2018,2
Insurance,Palau,1/1/2018,0
Insurance,Pennsylvania,1/1/2018,20
Insurance,Puerto Rico,1/1/2018,9
Insurance,Rhode Island,1/1/2018,10
Insurance,South Carolina,1/1/2018,4
Insurance,South Dakota,1/1/2018,0
Insurance,Tennessee,1/1/2018,2
Insurance,Texas,1/1/2018,170
Insurance,U.S. Virgin Islands,1/1/2018,1
Insurance,Unknown/Blank,1/1/2018,1
Insurance,Utah,1/1/2018,2
Insurance,Vermont,1/1/2018,12
Insurance,Virginia,1/1/2018,9
Insurance,Washington,1/1/2018,52
Insurance,West Virginia,1/1/2018,0
Insurance,Wisconsin,1/1/2018,103
Insurance,Wyoming,1/1/2018,1
Insurance,Alabama,1/1/2019,45
Insurance,Alaska,1/1/2019,4
Insurance,American Samoa,1/1/2019,0
Insurance,Arizona,1/1/2019,7
Insurance,Arkansas,1/1/2019,3
Insurance,California,1/1/2019,91
Insurance,Colorado,1/1/2019,8
Insurance,Connecticut,1/1/2019,63
Insurance,Delaware,1/1/2019,0
Insurance,District of Columbia,1/1/2019,0
Insurance,Federated States of Micronesia,1/1/2019,0
Insurance,Florida,1/1/2019,18
Insurance,Georgia,1/1/2019,6
Insurance,Guam,1/1/2019,0
Insurance,Hawaii,1/1/2019,6
Insurance,Idaho,1/1/2019,1
Insurance,Illinois,1/1/2019,49
Insurance,Indiana,1/1/2019,136
Insurance,Iowa,1/1/2019,94
Insurance,Kansas,1/1/2019,5
Insurance,Kentucky,1/1/2019,3
Insurance,Louisiana,1/1/2019,3
Insurance,Maine,1/1/2019,0
Insurance,Marshall Islands,1/1/2019,0
Insurance,Maryland,1/1/2019,3
Insurance,Massachusetts,1/1/2019,289
Insurance,Michigan,1/1/2019,85
Insurance,Minnesota,1/1/2019,129
Insurance,Mississippi,1/1/2019,8
Insurance,Missouri,1/1/2019,13
Insurance,Montana,1/1/2019,1
Insurance,Nebraska,1/1/2019,41
Insurance,Nevada,1/1/2019,6
Insurance,New Hampshire,1/1/2019,0
Insurance,New Jersey,1/1/2019,105
Insurance,New Mexico,1/1/2019,0
Insurance,New York,1/1/2019,740
Insurance,North Carolina,1/1/2019,153
Insurance,North Dakota,1/1/2019,0
Insurance,Northern Mariana Islands,1/1/2019,0
Insurance,Ohio,1/1/2019,238
Insurance,Oklahoma,1/1/2019,2
Insurance,Oregon,1/1/2019,9
Insurance,Palau,1/1/2019,0
Insurance,Pennsylvania,1/1/2019,20
Insurance,Puerto Rico,1/1/2019,7
Insurance,Rhode Island,1/1/2019,5
Insurance,South Carolina,1/1/2019,2
Insurance,South Dakota,1/1/2019,1
Insurance,Tennessee,1/1/2019,8
Insurance,Texas,1/1/2019,227
Insurance,U.S. Virgin Islands,1/1/2019,0
Insurance,Unknown/Blank,1/1/2019,2
Insurance,Utah,1/1/2019,1
Insurance,Vermont,1/1/2019,18
Insurance,Virginia,1/1/2019,13
Insurance,Washington,1/1/2019,40
Insurance,West Virginia,1/1/2019,2
Insurance,Wisconsin,1/1/2019,84
Insurance,Wyoming,1/1/2019,1
Insurance,Alabama,1/1/2020,44
Insurance,Alaska,1/1/2020,1
Insurance,American Samoa,1/1/2020,0
Insurance,Arizona,1/1/2020,15
Insurance,Arkansas,1/1/2020,4
Insurance,California,1/1/2020,85
Insurance,Colorado,1/1/2020,11
Insurance,Connecticut,1/1/2020,50
Insurance,Delaware,1/1/2020,1
Insurance,District of Columbia,1/1/2020,1
Insurance,Federated States of Micronesia,1/1/2020,0
Insurance,Florida,1/1/2020,13
Insurance,Georgia,1/1/2020,3
Insurance,Guam,1/1/2020,0
Insurance,Hawaii,1/1/2020,3
Insurance,Idaho,1/1/2020,1
Insurance,Illinois,1/1/2020,31
Insurance,Indiana,1/1/2020,106
Insurance,Iowa,1/1/2020,212
Insurance,Kansas,1/1/2020,4
Insurance,Kentucky,1/1/2020,6
Insurance,Louisiana,1/1/2020,6
Insurance,Maine,1/1/2020,1
Insurance,Marshall Islands,1/1/2020,0
Insurance,Maryland,1/1/2020,3
Insurance,Massachusetts,1/1/2020,213
Insurance,Michigan,1/1/2020,90
Insurance,Minnesota,1/1/2020,197
Insurance,Mississippi,1/1/2020,3
Insurance,Missouri,1/1/2020,17
Insurance,Montana,1/1/2020,4
Insurance,Nebraska,1/1/2020,38
Insurance,Nevada,1/1/2020,6
Insurance,New Hampshire,1/1/2020,1
Insurance,New Jersey,1/1/2020,100
Insurance,New Mexico,1/1/2020,3
Insurance,New York,1/1/2020,588
Insurance,North Carolina,1/1/2020,116
Insurance,North Dakota,1/1/2020,0
Insurance,Northern Mariana Islands,1/1/2020,0
Insurance,Ohio,1/1/2020,264
Insurance,Oklahoma,1/1/2020,10
Insurance,Oregon,1/1/2020,5
Insurance,Palau,1/1/2020,0
Insurance,Pennsylvania,1/1/2020,18
Insurance,Puerto Rico,1/1/2020,7
Insurance,Rhode Island,1/1/2020,6
Insurance,South Carolina,1/1/2020,1
Insurance,South Dakota,1/1/2020,0
Insurance,Tennessee,1/1/2020,5
Insurance,Texas,1/1/2020,186
Insurance,U.S. Virgin Islands,1/1/2020,0
Insurance,Unknown/Blank,1/1/2020,3
Insurance,Utah,1/1/2020,0
Insurance,Vermont,1/1/2020,28
Insurance,Virginia,1/1/2020,11
Insurance,Washington,1/1/2020,27
Insurance,West Virginia,1/1/2020,0
Insurance,Wisconsin,1/1/2020,72
Insurance,Wyoming,1/1/2020,4
Insurance,Alabama,1/1/2021,102
Insurance,Alaska,1/1/2021,3
Insurance,American Samoa,1/1/2021,0
Insurance,Arizona,1/1/2021,32
Insurance,Arkansas,1/1/2021,37
Insurance,California,1/1/2021,99
Insurance,Colorado,1/1/2021,25
Insurance,Connecticut,1/1/2021,73
Insurance,Delaware,1/1/2021,0
Insurance,District of Columbia,1/1/2021,0
Insurance,Federated States of Micronesia,1/1/2021,0
Insurance,Florida,1/1/2021,83
Insurance,Georgia,1/1/2021,55
Insurance,Guam,1/1/2021,0
Insurance,Hawaii,1/1/2021,2
Insurance,Idaho,1/1/2021,11
Insurance,Illinois,1/1/2021,76
Insurance,Indiana,1/1/2021,95
Insurance,Iowa,1/1/2021,434
Insurance,Kansas,1/1/2021,72
Insurance,Kentucky,1/1/2021,15
Insurance,Louisiana,1/1/2021,344
Insurance,Maine,1/1/2021,0
Insurance,Marshall Islands,1/1/2021,0
Insurance,Maryland,1/1/2021,9
Insurance,Massachusetts,1/1/2021,188
Insurance,Michigan,1/1/2021,75
Insurance,Minnesota,1/1/2021,165
Insurance,Mississippi,1/1/2021,59
Insurance,Missouri,1/1/2021,55
Insurance,Montana,1/1/2021,4
Insurance,Nebraska,1/1/2021,43
Insurance,Nevada,1/1/2021,11
Insurance,New Hampshire,1/1/2021,0
Insurance,New Jersey,1/1/2021,63
Insurance,New Mexico,1/1/2021,32
Insurance,New York,1/1/2021,596
Insurance,North Carolina,1/1/2021,166
Insurance,North Dakota,1/1/2021,3
Insurance,Northern Mariana Islands,1/1/2021,0
Insurance,Ohio,1/1/2021,238
Insurance,Oklahoma,1/1/2021,163
Insurance,Oregon,1/1/2021,9
Insurance,Palau,1/1/2021,0
Insurance,Pennsylvania,1/1/2021,12
Insurance,Puerto Rico,1/1/2021,10
Insurance,Rhode Island,1/1/2021,5
Insurance,South Carolina,1/1/2021,51
Insurance,South Dakota,1/1/2021,2
Insurance,Tennessee,1/1/2021,33
Insurance,Texas,1/1/2021,2493
Insurance,U.S. Virgin Islands,1/1/2021,0
Insurance,Unknown/Blank,1/1/2021,1
Insurance,Utah,1/1/2021,26
Insurance,Vermont,1/1/2021,17
Insurance,Virginia,1/1/2021,6
Insurance,Washington,1/1/2021,50
Insurance,West Virginia,1/1/2021,4
Insurance,Wisconsin,1/1/2021,74
Insurance,Wyoming,1/1/2021,7
Insurance,Alabama,1/1/2022,231
Insurance,Alaska,1/1/2022,8
Insurance,American Samoa,1/1/2022,0
Insurance,Arizona,1/1/2022,57
Insurance,Arkansas,1/1/2022,88
Insurance,California,1/1/2022,131
Insurance,Colorado,1/1/2022,21
Insurance,Connecticut,1/1/2022,42
Insurance,Delaware,1/1/2022,0
Insurance,District of Columbia,1/1/2022,0
Insurance,Federated States of Micronesia,1/1/2022,0
Insurance,Florida,1/1/2022,180
Insurance,Georgia,1/1/2022,131
Insurance,Guam,1/1/2022,0
Insurance,Hawaii,1/1/2022,7
Insurance,Idaho,1/1/2022,27
Insurance,Illinois,1/1/2022,114
Insurance,Indiana,1/1/2022,178
Insurance,Iowa,1/1/2022,432
Insurance,Kansas,1/1/2022,209
Insurance,Kentucky,1/1/2022,9
Insurance,Louisiana,1/1/2022,840
Insurance,Maine,1/1/2022,0
Insurance,Marshall Islands,1/1/2022,0
Insurance,Maryland,1/1/2022,11
Insurance,Massachusetts,1/1/2022,156
Insurance,Michigan,1/1/2022,81
Insurance,Minnesota,1/1/2022,223
Insurance,Mississippi,1/1/2022,132
Insurance,Missouri,1/1/2022,116
Insurance,Montana,1/1/2022,2
Insurance,Nebraska,1/1/2022,79
Insurance,Nevada,1/1/2022,4
Insurance,New Hampshire,1/1/2022,1
Insurance,New Jersey,1/1/2022,63
Insurance,New Mexico,1/1/2022,70
Insurance,New York,1/1/2022,253
Insurance,North Carolina,1/1/2022,417
Insurance,North Dakota,1/1/2022,1
Insurance,Northern Mariana Islands,1/1/2022,0
Insurance,Ohio,1/1/2022,404
Insurance,Oklahoma,1/1/2022,342
Insurance,Oregon,1/1/2022,7
Insurance,Palau,1/1/2022,0
Insurance,Pennsylvania,1/1/2022,29
Insurance,Puerto Rico,1/1/2022,12
Insurance,Rhode Island,1/1/2022,10
Insurance,South Carolina,1/1/2022,111
Insurance,South Dakota,1/1/2022,0
Insurance,Tennessee,1/1/2022,90
Insurance,Texas,1/1/2022,5879
Insurance,U.S. Virgin Islands,1/1/2022,0
Insurance,Unknown/Blank,1/1/2022,12
Insurance,Utah,1/1/2022,103
Insurance,Vermont,1/1/2022,29
Insurance,Virginia,1/1/2022,8
Insurance,Washington,1/1/2022,62
Insurance,West Virginia,1/1/2022,1
Insurance,Wisconsin,1/1/2022,91
Insurance,Wyoming,1/1/2022,8
